source_scope_id,source_scope_label,paper_id,title,predicted_count,predicted_original_cohort_provenance_uncertain,predicted_verification_status,prediction_correct,reviewed_count,reviewed_original_cohort_provenance_uncertain,review_status,reviewer_notes,reviewer_id,reviewed_at_utc,updated_at_utc
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,461,Isolated navicular fracture presenting as stiff limb syndrome: a case report.,1,false,llm_candidate_exact,true,1,false,reviewed,"The extracted count was 1, and it is the likelier count because this is a single-case report. Even though the discussion questions SPS as the true cause, only one putative SPS-spectrum patient is described.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,472,High definition profiling of autoantibodies to glutamic acid decarboxylases GAD65/GAD67 in stiff-person syndrome.,20,true,llm_bounded_alternative,true,20,false,reviewed,"The extracted counts were 20 and 0. The likelier count is 20, because the abstract explicitly states that sera were derived from 20 well-characterised SPS patients and 20 controls; 0 only reflects an over-conservative lab-context fallback.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,473,Progressive encephalomyelitis with rigidity and myoclonus in an 81-year-old patient.,1,false,llm_semantic_conflict_manual_review_required,true,1,false,reviewed,"The extracted count was 1, and it is the likelier count because this is a single original PERM case report in an 81-year-old patient.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,488,"GAD65 IgG autoantibodies in stiff person syndrome: clonality, avidity and persistence.",5,false,llm_semantic_conflict_manual_review_required,true,5,false,reviewed,"The extracted counts were 5 and 1. The likelier count is 5, because the paper explicitly studies serum and CSF from five SPS patients; the competing 1 is a table-row parsing artefact rather than the cohort denominator.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,491,Spectrum of neurological syndromes associated with glutamic acid decarboxylase antibodies: diagnostic clues for this association.,4,true,llm_manual_review_required,false,22,false,reviewed,"The extracted counts were 61, 22, and 4. The likelier extractable SPS-spectrum count is 22, because the paper reports 61 high-GAD patients overall, of whom 22 had SPS; the competing 4 is a narrower table suffix subgroup rather than the full SPS cohort.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,499,Stiff-person syndrome with amphiphysin antibodies: distinctive features of a rare disease.,116,true,llm_semantic_conflict_manual_review_required,false,127,false,reviewed,"The extracted counts were 621, 116, and 11. The likelier extractable SPS-spectrum count is 127, because the paper compares two SPS groups within the suspected referral cohort: 116 GAD-antibody-positive patients plus 11 amphiphysin-antibody-positive patients.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,545,GAD antibodies associated neurological disorders: incidence and phenotype distribution among neurological inflammatory diseases.,7,false,llm_candidate_exact,true,7,false,reviewed,"The extracted counts were 7 and 4. The likelier count is 7, because the study reports seven hGADAb-positive original patients overall, while 4 refers to a narrower subgroup.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,548,Qualitative and quantitative evidence of anti-glutamic acid decarboxylase-specific intrathecal antibody synthesis in patients with stiff person syndrome.,10,false,llm_semantic_conflict_manual_review_required,true,10,false,reviewed,"The extracted counts were 10 and 0. The likelier count is 10, because the paper explicitly reports paired serum/CSF samples from ten SPS patients; 0 only reflects an over-conservative specimen-only fallback.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b003_n50_20260418,stage06_backfill_b003_n50_20260418,559,Antiglycine-receptor encephalomyelitis with rigidity.,3,true,llm_candidate_exact,true,3,false,reviewed,"The extracted counts were 3 and 1. The likelier count is 3, because the paper explicitly describes three new GlyR-antibody patients with SPS-spectrum phenotypes; 1 reflects only a single-case signal within the larger case series.",user_manual_adjudication,2026-04-18T22:32:52.3825096Z,2026-04-18T22:32:52.3825096Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,581,Hyperexcitability restricted to the lower limb motor system in a patient with stiff-leg syndrome.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,582,"Paraneoplastic encephalomyelitis, stiff person syndrome and breast carcinoma.",1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,583,Stiff-person syndrome following tick-borne meningoencephalitis.,1,false,llm_semantic_conflict_manual_review_required,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,589,Glycine receptor antibodies are detected in progressive encephalomyelitis with rigidity and myoclonus (PERM) but not in saccadic oscillations.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms one extractable original SPS-spectrum patient in this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,593,"Stiff-man syndrome and variants: clinical course, treatments, and outcomes.",99,false,llm_semantic_conflict_manual_review_required,true,99,false,reviewed,"Manual review confirms the full SPS-spectrum cohort is 99, obtained by summing the subtype breakdowns reported in the paper rather than selecting a narrower subgroup.",user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,601,Autoimmune stiff person syndrome and related myelopathies: understanding of electrophysiological and immunological processes.,0,true,llm_manual_review_required,true,0,false,reviewed,"This is a review article, so the extractable original SPS-spectrum count is 0. The SPS numbers mentioned in the text are cited literature rather than an original cohort reported by this paper.",user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,603,The relationship between cortical and spinal hyperexcitability and clinical disease severity in stiff-man syndrome.,5,true,llm_candidate_exact,true,5,false,reviewed,Manual review confirms an extractable original SPS-spectrum cohort of 5 patients.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,607,Botulinum toxin A in anti-GAD-positive stiff-limb syndrome.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,613,Antibodies against glutamic acid decarboxylase: prevalence in neurological diseases.,22,true,llm_candidate_exact,true,22,false,reviewed,Manual review confirms an extractable original SPS-spectrum cohort of 22 patients.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,621,Stiff-person syndrome associated with cerebellar ataxia and high glutamic acid decarboxylase antibody titer.,1,false,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,623,Stiff-person syndrome associated with invasive thymoma: a case report.,1,false,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,624,Stiff leg syndrome: case report.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,633,Stiff person syndrome and myasthenia gravis.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms one extractable original SPS-spectrum patient in this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,637,Progressive encephalomyelitis with rigidity presenting as a stiff-person syndrome.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,643,Acute attacks and brain stem signs in a patient with glutamic acid decarboxylase autoantibodies.,1,false,llm_manual_review_required,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,646,Stiff-man syndrome: identification of 17 beta-hydroxysteroid dehydrogenase type 4 as a novel 80-kDa antineuronal antigen.,0,true,llm_manual_review_required,false,1,false,reviewed,Manual review confirms one extractable SPS-spectrum case with usable clinical information. The broader numbers in this laboratory-heavy paper describe specimens or donor material rather than additional original patients.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,650,Lower extremity predominant stiff-person syndrome and limbic encephalitis with amphiphysin antibodies in breast cancer.,1,false,llm_semantic_conflict_manual_review_required,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,659,Glycine receptor autoimmune spectrum with stiff-man syndrome phenotype.,9,true,llm_manual_review_required,false,81,false,reviewed,"Manual review confirms the extractable SPS-spectrum cohort is 81, because the paper explicitly reports 81 patients with an SMS/SPSD phenotype. The three individually described patients are illustrative cases within that cohort, not a separate denominator.",user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,661,A 14-year-old girl with hyperekplexia having GLRB mutations.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,667,Characteristics of in-vitro phenotypes of glutamic acid decarboxylase 65 autoantibodies in high-titre individuals.,463,true,llm_manual_review_required,false,12,false,reviewed,"Manual review confirms the extractable SPS-spectrum cohort is 12, based on the diagnosis-first statement that serum from the SPS group (n = 12) was selected from the original sample set.",user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,668,Progressive encephalomyelitis with rigidity and myoclonus: a syndrome with diverse clinical features and antibody responses.,3,true,llm_candidate_exact,true,3,false,reviewed,Manual review confirms 3 original SPS-spectrum patients are extractable from this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,670,Teaching NeuroImages: PET-CT hypermetabolism paralleling muscle hyperactivity in stiff-person syndrome.,1,false,llm_candidate_exact,true,1,false,reviewed,Manual review confirms one extractable original SPS-spectrum patient in this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,679,Successful treatment of stiff person syndrome with sequential use of tacrolimus.,2,false,llm_semantic_conflict_manual_review_required,true,2,false,reviewed,Manual review confirms 2 original SPS-spectrum patients are extractable from this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,680,Antiglycine receptor antibody and encephalomyelitis with rigidity and myoclonus (PERM) related to small cell lung cancer.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,696,Anesthesia considerations in stiff person syndrome.,1,false,llm_semantic_conflict_manual_review_required,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,705,Serotonin syndrome and stiff-person syndrome: diagnostic challenges in psychosomatic medicine.,1,false,llm_candidate_exact,true,1,false,reviewed,Manual review confirms one extractable original SPS-spectrum patient in this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,715,Progressive encephalomyelitis with rigidity and myoclonus: a new variant with DPPX antibodies.,3,true,llm_candidate_exact,true,3,false,reviewed,Manual review confirms 3 original SPS-spectrum patients are extractable from this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,723,Cerebellar ataxia and glutamic acid decarboxylase antibodies: immunologic profile and long-term effect of immunotherapy.,2,true,llm_manual_review_required,false,9,false,reviewed,"Manual review favours 9, because Table 2 provides the clearest SPS subgroup denominator. The competing counts are narrower subgroups or broader mixed-cohort totals rather than the extractable SPS-spectrum cohort.",user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,733,"LADA type diabetes, celiac diasease, cerebellar ataxia and stiff person syndrome. A rare association of autoimmune disorders.",1,false,llm_manual_review_required,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,741,"DPPX potassium channel antibody: frequency, clinical accompaniments, and outcomes in 20 patients.",3,false,llm_candidate_exact,true,3,false,reviewed,"Manual review confirms the extractable SPS-spectrum subgroup is 3, corresponding to the PERM cases within this broader mixed cohort.",user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,748,Apraxia in anti-glutamic acid decarboxylase-associated stiff person syndrome: link to corticobasal degeneration?.,2,true,llm_candidate_exact,true,2,false,reviewed,Manual review confirms 2 original SPS-spectrum patients are extractable from this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,760,Anesthesia in a patient with Stiff Person Syndrome.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,766,Presynaptic neuromuscular transmission defect in the stiff person syndrome.,2,false,llm_manual_review_required,true,2,false,reviewed,"Manual review confirms the extractable SPS-spectrum count is 2. Although three patients are described in the paper, only two are supported as the confirmed SPS-spectrum denominator used for counting.",user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,776,Stiff person syndrome masquerading as multiple sclerosis.,5,true,llm_candidate_exact,true,5,false,reviewed,Manual review confirms 5 original SPS-spectrum patients are extractable from this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,782,"Clinical Reasoning: A 35-year-old woman with hyperstartling, stiffness, and accidental falls: A startling diagnosis.",1,false,llm_candidate_exact,true,1,false,reviewed,Manual review confirms this paper reports one original SPS-spectrum patient.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,791,Stiff Person Syndrome Presenting After the Initiation of Buspirone.,1,false,llm_bounded_alternative,true,1,false,reviewed,Manual review confirms one extractable original SPS-spectrum patient in this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,792,Immune-related Neurological Symptoms in an Adolescent Patient Receiving the Checkpoint Inhibitor Nivolumab.,1,true,llm_candidate_exact,true,1,false,reviewed,Manual review confirms one extractable original SPS-spectrum patient in this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
stage06_backfill_b001_n100_20260419,stage06_backfill_b001_n100_20260419,797,"A double-blind, placebo-controlled study of rituximab in patients with stiff person syndrome.",24,true,llm_candidate_exact,true,24,false,reviewed,Manual review confirms an extractable SPS-spectrum count of 24 for this paper.,user_manual_adjudication,2026-04-19T08:27:31Z,2026-04-19T08:27:31Z
